,y_test,ann_class_0,cnn1d_class_0,cnn2d_class_0,ann_class_1,cnn1d_class_1,cnn2d_class_1,ann_class_2,cnn1d_class_2,cnn2d_class_2,ann_class_3,cnn1d_class_3,cnn2d_class_3,ann_class_4,cnn1d_class_4,cnn2d_class_4,ann_class_5,cnn1d_class_5,cnn2d_class_5,ann_class_6,cnn1d_class_6,cnn2d_class_6,ann_class_7,cnn1d_class_7,cnn2d_class_7,ann_class_8,cnn1d_class_8,cnn2d_class_8,ann_class_9,cnn1d_class_9,cnn2d_class_9
16,8,0.008800576,0.019419463,0.0028495311,0.016377721,0.012251604,0.0058630733,0.16315465,0.06645495,0.07585912,0.021514388,0.020231333,0.045774523,0.0015468989,0.0034727808,0.0025767437,0.008286254,0.0069729425,0.0015444887,0.0014168444,0.007568234,0.0031596979,0.02817643,0.02363158,0.011520445,0.7153416,0.7806525,0.8427509,0.035384707,0.059344508,0.00810141
17,3,0.010777275,0.00010685168,0.0034842945,0.038198188,0.0005329224,0.016417941,0.019398749,0.0009413343,0.011820633,0.54094833,0.9573503,0.88464135,0.003447131,2.8297383e-05,0.0006044883,0.019153124,0.00014869262,0.0013139335,0.008864105,0.00013527815,0.0018274137,0.07571953,0.003359747,0.011261453,0.02721313,0.0005806074,0.007931163,0.25628042,0.036816068,0.060697395
18,3,0.04481137,0.0062200376,0.003605003,0.03929918,0.017574994,0.022810403,0.0025659297,0.0038310383,0.0058933063,0.026724823,0.0075502004,0.020684732,0.0021826008,0.00091786426,0.0020553484,0.013414947,0.006729028,0.005559203,0.0011674222,0.0021255575,0.0021227954,0.048389956,0.07968967,0.010425942,0.09335001,0.24480626,0.72897345,0.72809374,0.63055533,0.19786984
19,7,0.20145345,0.07400237,0.01679976,0.10941052,0.040122237,0.052001808,0.025053063,0.007527974,0.012370089,0.04279005,0.009561298,0.01869026,0.011239575,0.0037663549,0.004841019,0.025758049,0.013887628,0.012193881,0.005680473,0.019219477,0.0049527213,0.23190203,0.7706069,0.79000384,0.11182754,0.039891295,0.045976438,0.23488538,0.021414578,0.042170174
20,8,0.0005032723,8.551404e-05,0.00017835558,0.0002999867,1.6484756e-06,0.0005910855,0.002937093,4.2230065e-05,9.844659e-05,0.0002044417,1.7747586e-06,0.00035768488,1.0080791e-05,1.0506405e-06,0.027690127,0.00020099898,6.328018e-07,4.0358746e-06,1.5642519e-06,1.4703545e-06,2.8700484e-05,0.00029623116,4.1458028e-05,2.178854e-05,0.9826,0.9996004,0.96969056,0.012946406,0.00022380303,0.0013391846
21,8,0.03575285,0.010748536,0.0072872243,0.04475998,0.005496701,0.00664004,0.038244884,0.0071948436,0.009156935,0.045402195,0.0071810037,0.011988922,0.0044353195,0.0022420809,0.0053688567,0.021447137,0.0049288394,0.0025789726,0.0026404029,0.003931876,0.0019229879,0.04928349,0.025551945,0.055168215,0.489238,0.8899966,0.8888784,0.2687956,0.042727534,0.011009447
22,9,0.035818294,0.016991219,0.0031309447,0.11302084,0.061723053,0.015877627,0.016824529,0.011983505,0.003373865,0.077780366,0.037902053,0.041915927,0.009566363,0.0066285706,0.00083490426,0.034743547,0.025027107,0.012552398,0.009516904,0.010430841,0.00069102744,0.08390636,0.1494768,0.054843776,0.15535443,0.04791698,0.020334087,0.46346837,0.6319199,0.84644544
23,6,0.00092004315,0.00879515,0.0041408483,0.09290031,0.008521764,0.09952822,0.008990514,0.010062467,0.0023650082,0.004303091,0.026447672,0.0006863633,0.083342046,0.05915386,0.0076561514,0.06441049,0.024676628,0.004406773,0.5937745,0.6720549,0.82094115,0.108721785,0.08525073,0.043154884,0.015177807,0.07426185,0.013643744,0.027459368,0.030774973,0.0034768095
24,7,0.01727042,0.0034556144,0.0030781592,0.06414758,0.06243928,0.014166407,0.024559932,0.0003462088,0.0052277152,0.0014473662,0.00044289522,0.0024249577,0.0026592566,7.476174e-05,0.0014859476,0.012591321,0.0011870324,0.005870485,0.004509988,0.0011840335,0.00057095796,0.7891488,0.9244125,0.92090577,0.056234717,0.0025294044,0.03104397,0.027430644,0.003928247,0.015225704
25,9,0.0230785,0.014687133,0.0037377486,0.044335824,0.02678894,0.0066119893,0.044714052,0.028304663,0.06679023,0.11132321,0.06316038,0.013853405,0.001995014,0.002088865,0.00036386776,0.025320897,0.0099672135,0.007090731,0.004087373,0.0059375903,0.0008457057,0.2124177,0.19229335,0.4219859,0.16721836,0.07967875,0.028106287,0.36550906,0.57709306,0.45061415
26,3,0.01153098,2.9866986e-05,0.0010359883,0.020572972,9.2743714e-05,0.0007266126,0.022672951,0.0002180857,0.0016234061,0.7290873,0.99676716,0.9895667,0.003848907,6.1696346e-06,0.00012481814,0.012393655,1.9903237e-05,2.6933387e-05,0.006873338,2.52279e-05,0.00012192126,0.052199733,0.00039146506,0.00058736466,0.015312509,4.5033164e-05,0.0008934466,0.1255076,0.0024044535,0.0052929283
27,7,0.004522874,0.026623752,0.0012148469,0.062373057,0.071910135,0.03680197,0.017127078,0.012391338,0.0072445613,0.007861133,0.01864941,0.0013241769,0.0040696105,0.022284541,0.0019710758,0.036016177,0.061814416,0.08589677,0.028226925,0.06427479,0.0055317874,0.72818714,0.63437784,0.83192617,0.026891442,0.039215293,0.004457018,0.08472465,0.048458472,0.02363154
28,9,0.004916812,0.004729954,0.0015186614,0.06192069,0.015595923,0.010151312,0.0070464946,0.005387796,0.0051008817,0.05339102,0.032156073,0.00976698,0.0033159596,0.0018803641,0.00015729053,0.047833975,0.009184234,0.0074604065,0.023178354,0.011064068,0.0009769219,0.20340282,0.12112112,0.23907466,0.04786472,0.036523424,0.011973967,0.5471292,0.76235706,0.71381897
29,9,0.013682972,0.05274866,4.1944444e-05,0.09751179,0.19683032,0.00068458065,0.012524696,0.06522905,0.0003828426,0.01062887,0.025071561,0.00020001073,0.0038674613,0.03452136,2.6399828e-06,0.040203404,0.049211975,0.00040740243,0.012575372,0.03524601,1.2981644e-05,0.48007745,0.15675159,0.018781614,0.076206714,0.18055129,0.00021091643,0.25272128,0.20383814,0.979275
30,3,0.011976161,8.207907e-07,0.00026086115,0.021342346,1.0008608e-05,0.0013548796,0.019129425,2.1021973e-05,0.0012669573,0.69307125,0.9990496,0.98624223,0.0020891079,1.2589923e-07,7.101726e-05,0.00998013,1.1554953e-06,8.0154154e-05,0.0045016543,1.4393956e-06,0.0001456125,0.07758248,5.2583386e-05,0.0011683457,0.013509181,3.945326e-06,0.00279781,0.1468182,0.0008592955,0.0066119335
31,9,0.010250644,0.003506297,0.003146319,0.0315359,0.003000077,0.027098054,0.013273527,0.0015255291,0.029013375,0.021948377,0.003102484,0.011316184,0.0012949443,0.00020254868,0.002096653,0.02041809,0.0025079509,0.015779214,0.0017108775,0.0005753093,0.00407656,0.04433964,0.022361727,0.041170716,0.36066234,0.5184616,0.3524634,0.49456573,0.44475654,0.51383954
32,9,0.006756899,0.0017068217,0.00031701085,0.013020117,0.0007338491,0.0022266097,0.0059250672,0.00075990555,0.0067454167,0.018720496,0.00068943383,0.00247957,0.00046481355,7.474721e-05,0.00040433477,0.012146764,0.0006677514,0.0009307725,0.0005479008,0.0002014769,0.0003247651,0.02426377,0.0081409225,0.0076022157,0.29641807,0.9021078,0.9416908,0.6217361,0.0849174,0.037278455
33,8,0.0183247,0.0009567674,0.00014726435,0.17177421,0.00065474195,0.0022565832,0.049329326,0.00040405762,0.0003348263,0.02993327,0.00038277067,0.0015191428,0.014176513,0.00012566765,0.0005174198,0.050250817,0.0005325329,0.0010650307,0.026415598,0.00028670084,0.00023337177,0.15037939,0.011538403,0.0053047417,0.30001834,0.97631425,0.9811916,0.18939781,0.008804095,0.007430083
34,3,0.0018506983,6.429629e-05,0.00045688232,0.0059297704,0.00048785083,0.00070997415,0.008828523,0.0005383324,0.00070360646,0.8152771,0.9946,0.9877995,0.00062993384,2.1631968e-05,4.2797685e-05,0.0057622367,5.766973e-05,3.521872e-05,0.0017240867,0.000105426036,4.8926577e-05,0.012562212,0.00087762467,0.003247338,0.01404078,0.00016724205,0.0014021539,0.13339464,0.0030800002,0.005553803
35,9,0.008051135,0.0007194825,0.0012172433,0.044878308,0.0035987368,0.007965325,0.013886121,0.00050389994,0.0032678454,0.14357582,0.0022010263,0.004570458,0.0029360384,8.109522e-05,0.00030583976,0.03711369,0.0010506143,0.0059743156,0.010765592,0.00021272158,0.0006780872,0.12220635,0.028095406,0.04142128,0.067470334,0.017314708,0.018869737,0.5491167,0.9462223,0.9157299
36,1,0.07133193,0.0131994765,0.00048345054,0.3384761,0.88386637,0.92499435,0.049549498,0.009487653,0.0023125275,0.04068217,0.018652776,0.016664067,0.012712332,0.0022284007,0.00055426423,0.021933615,0.0035739092,0.002356053,0.01673909,0.0048870537,0.006005713,0.28386268,0.03529176,0.005788671,0.08007402,0.0055255108,0.00599232,0.08463847,0.023287069,0.034848623
37,9,0.0074797664,0.0016817247,0.003976426,0.041812807,0.004886808,0.014263636,0.00841851,0.00022322361,0.008768677,0.08920791,0.0010928334,0.0045246147,0.0016768995,8.133778e-05,0.0005737524,0.02955139,0.0014263827,0.012385553,0.0070472094,0.0007046842,0.001374357,0.15963693,0.9455075,0.37889645,0.0446459,0.005140174,0.008003052,0.6105227,0.03925532,0.56723356
38,1,0.02102407,0.030503906,0.032943018,0.17826025,0.28162453,0.2996254,0.02110984,0.014911267,0.009428423,0.0038979421,0.0052674087,0.030073583,0.004016814,0.0025934873,0.010635853,0.017170552,0.012014274,0.005693142,0.010107209,0.009177369,0.015762616,0.6345672,0.55983704,0.4773613,0.059003696,0.062328383,0.081707686,0.050842445,0.021742377,0.03676891
39,8,0.04547859,0.00790152,0.018199088,0.029704925,0.008867623,0.01474855,0.3892546,0.013850596,0.5741826,0.0572004,0.0089168,0.017948406,0.007999853,0.0007328732,0.003889247,0.018238833,0.003039908,0.020615721,0.005705777,0.0012520144,0.011577092,0.18799971,0.031665567,0.1174562,0.2251085,0.1250531,0.07498541,0.033308756,0.79872,0.14639752
40,8,0.034470275,0.045584895,0.0047248243,0.14899226,0.026162632,0.016655171,0.062402193,0.011639594,0.002913942,0.0050343424,0.006122969,0.002023945,0.01595676,0.0030056546,0.0021150308,0.03472295,0.0072495467,0.0019735107,0.017687192,0.0054891068,0.000524485,0.43309954,0.15969017,0.8185379,0.19033086,0.6928223,0.145639,0.057303634,0.04223314,0.0048921336
41,8,0.007620012,0.030721476,0.017012574,0.058641464,0.046124294,0.031133333,0.060793713,0.4449682,0.38939494,0.34407082,0.18504676,0.08507709,0.0036447535,0.018535294,0.009531632,0.0184819,0.019112146,0.02044436,0.0072583607,0.030245552,0.035406325,0.028256832,0.037378587,0.028807053,0.27464572,0.09033769,0.19916506,0.19658643,0.09753002,0.18402755
42,7,0.01800152,0.0032481335,0.0015166732,0.032193486,0.007304593,0.002702087,0.028132232,0.00053184584,0.001953502,0.29108584,0.0030174598,0.019227194,0.005070465,9.656146e-05,0.00016783872,0.029155983,0.0015913836,0.001662931,0.011782923,0.0014006452,0.00012615815,0.29527432,0.9492111,0.91644794,0.02071117,0.0018932917,0.00032809275,0.26859215,0.031704947,0.05586757
43,9,0.008322007,0.003171832,0.0019407665,0.049215917,0.014226741,0.01577956,0.013970713,0.002571411,0.004911425,0.1322318,0.00576038,0.008035793,0.0032288346,0.00056241854,0.0007098613,0.03936883,0.004463315,0.0102228895,0.012179291,0.0011663975,0.0016205801,0.13448127,0.05640835,0.059222616,0.06677783,0.04268567,0.033704035,0.5402235,0.8689835,0.8638525
44,9,0.17735846,0.15448317,0.015107591,0.07688109,0.061697062,0.088227086,0.045482956,0.059487253,0.04250842,0.05808687,0.06536397,0.038830087,0.01191908,0.020075515,0.009797676,0.02576324,0.03253141,0.054979786,0.0044080648,0.030441223,0.010525937,0.11650167,0.16538304,0.47953662,0.2506953,0.288156,0.06263278,0.23290326,0.12238132,0.19785403
45,8,0.015856693,0.0011964097,0.0008095663,0.10949092,0.0018062302,0.011944921,0.030958282,0.00012960112,0.001635425,0.05002886,0.00064012996,0.003367273,0.004367285,6.0390827e-05,0.0002694684,0.03513302,0.00083169027,0.0009167436,0.019327834,0.001227724,0.00033731933,0.5053702,0.9812538,0.97221744,0.051621474,0.0012388456,0.0015642988,0.17784543,0.01161517,0.0069376165
46,7,0.028460653,0.020734072,0.005200983,0.23829971,0.06510682,0.012307855,0.0339109,0.007426623,0.00029284877,0.0076144678,0.002847382,0.0003369695,0.011069963,0.0009139598,0.000412514,0.033545144,0.006319782,0.00027204977,0.022584712,0.0039356956,0.0008755692,0.41315648,0.2236612,0.9758365,0.12591638,0.6395537,0.0031270215,0.08544153,0.029500714,0.0013376777
47,3,0.0011357368,4.250035e-05,0.00015307496,0.0037673991,0.00016896953,0.0011335328,0.0064578024,0.0004728936,0.0009780917,0.87379986,0.99228495,0.9782084,0.0003568816,1.3682637e-05,3.8394748e-05,0.0035444777,6.4891006e-05,0.00013012567,0.0010482223,8.818328e-05,6.802715e-05,0.009782408,0.0013751696,0.001185771,0.0075211185,0.0002532156,0.002151209,0.09258594,0.005235641,0.015953265
48,9,0.00015317273,2.0685054e-06,1.0722574e-06,0.0006018228,2.1319769e-05,6.273838e-05,3.942007e-05,1.4032279e-06,2.5530844e-05,0.0044827545,2.6940124e-05,0.00011918204,4.4370254e-06,3.433493e-08,1.3062966e-07,0.0008501388,4.101492e-06,0.00020979691,1.0373475e-05,2.9989658e-07,1.389009e-06,0.0020224983,0.0012032351,0.00027187643,0.018535042,0.00061118347,0.00071079866,0.97330034,0.9981294,0.99859744
49,3,0.0005502525,5.6604705e-07,2.4091133e-07,0.0023884645,1.469438e-05,7.88059e-06,0.0031196235,1.5986507e-05,3.3408255e-06,0.92716205,0.9994142,0.9998144,0.00016821043,1.1734087e-07,3.952728e-08,0.0014599018,9.3858773e-07,4.9593734e-08,0.00047943197,1.6343851e-06,1.378228e-07,0.0039217663,5.06591e-05,1.0796319e-06,0.0045349905,2.6345322e-06,9.868867e-06,0.056215137,0.000498636,0.00016307464
50,7,0.0043435674,5.636357e-05,0.0002758758,0.059119854,0.0019584587,0.0013514254,0.019408515,5.690298e-06,0.00075472554,0.0009266315,4.0475883e-05,0.00016750755,0.0012242233,1.1220035e-06,7.211697e-05,0.013506219,9.567781e-05,0.0007950047,0.00605204,5.4376986e-05,3.9463994e-05,0.8126624,0.9956778,0.99288684,0.0558253,0.00044924705,0.0024866262,0.026931163,0.0016606225,0.0011703194
51,7,0.30336297,0.26553288,0.4460207,0.10692998,0.032933787,0.06774955,0.06910415,0.028452642,0.033995524,0.022742968,0.03519978,0.03054774,0.025315119,0.009073708,0.031960677,0.020669235,0.015122403,0.008974426,0.006405501,0.020073771,0.036965504,0.19370161,0.35601842,0.22530349,0.17451437,0.14880626,0.06385469,0.07725418,0.08878639,0.054627758
52,7,0.012606147,0.040872715,0.013871337,0.2524839,0.2547139,0.13071178,0.016284242,0.021581773,0.017652094,0.022197494,0.027290588,0.012648312,0.006620659,0.010060868,0.0051768194,0.031708,0.030047482,0.019155974,0.03136683,0.050755963,0.021756109,0.45478094,0.46181515,0.6385162,0.036262654,0.027559021,0.03184774,0.13568923,0.07530256,0.10866368
53,8,0.015411896,0.0027075226,0.004324309,0.08071692,0.004973745,0.024766397,0.05554932,0.005526415,0.17427184,0.011535468,0.015844319,0.0095456885,0.00269449,0.0004018854,0.00071397924,0.03020684,0.0030322857,0.010857233,0.0071474854,0.0010009937,0.004066442,0.40199107,0.034943737,0.23175359,0.24770488,0.066338964,0.028094014,0.1470417,0.8652302,0.5116065
54,7,0.0053964253,0.0036337138,0.0039248904,0.05110563,0.009050944,0.0043047746,0.008727234,0.0010741764,0.003625378,0.005804828,0.0022476006,0.0033452783,0.0010054613,0.00045697973,0.0003209362,0.030815035,0.0033667067,0.0051457477,0.005993518,0.005344365,0.00069986295,0.45854372,0.89259446,0.8839465,0.100832775,0.0121340295,0.01873893,0.3317754,0.070097,0.07594776
55,8,0.010621839,0.013914599,0.0012801759,0.0663915,0.039434344,0.006774678,0.019303633,0.010488337,0.0031049706,0.021659555,0.042447213,0.0012221892,0.002828912,0.0020451145,0.00043666543,0.039666396,0.015226988,0.0032075562,0.01180941,0.013962308,0.0003759891,0.4931777,0.76393217,0.958121,0.068186186,0.017358625,0.009538687,0.2663548,0.081190236,0.015938096
56,3,0.0139440745,0.003661659,0.015848896,0.03426174,0.0017649661,0.0060314965,0.01852878,0.0024903615,0.013231861,0.6284946,0.50218153,0.826531,0.0035963696,9.405367e-05,0.0012321594,0.013775772,0.0009980663,0.0013402053,0.0067168246,0.0006931436,0.0014681962,0.070226915,0.24803777,0.052549332,0.01984741,0.010358425,0.020752935,0.19060759,0.22971997,0.06101404
57,8,0.0024257181,0.0012340664,1.38756095e-05,0.0030286002,0.0006200295,3.507917e-05,0.008466851,0.0006163868,3.1912423e-05,0.001042534,0.00035590006,4.689454e-05,7.510741e-05,8.480231e-05,7.7051145e-06,0.0027306436,0.000352184,1.086068e-05,6.208135e-05,0.00017125653,2.7216643e-06,0.014401959,0.006985421,0.0042380155,0.8743661,0.98138905,0.9949745,0.093400426,0.008191,0.00063849415
58,7,0.018853446,0.07885425,0.016864792,0.06386541,0.102222174,0.03465913,0.038574215,0.0640645,0.0812313,0.02085352,0.036675833,0.011576191,0.002763255,0.021327175,0.0035889742,0.026168196,0.046171524,0.004230836,0.009289061,0.034120895,0.011791446,0.6146455,0.26060623,0.63904923,0.077176094,0.20379603,0.17046654,0.12781134,0.15216137,0.026541661
59,0,0.13391156,0.0670498,0.06957124,0.076465316,0.06013113,0.021985352,0.035940357,0.016185328,0.0063966694,0.036558997,0.03293739,0.009436277,0.0054490585,0.00498861,0.0030317171,0.017554061,0.019362194,0.004492731,0.004797397,0.015817147,0.0031230033,0.5244066,0.603714,0.8293904,0.05334623,0.046784047,0.01967496,0.11157038,0.13303034,0.0328977
60,9,0.0117730275,0.031275086,0.012243574,0.5483511,0.07349053,0.052851457,0.008670264,0.019735415,0.014084158,0.0011835006,0.056690346,0.028181057,0.008234889,0.01377575,0.0031856587,0.0104012415,0.04182228,0.04676353,0.018607836,0.026168933,0.048653647,0.34833416,0.26158336,0.70929193,0.026089193,0.09649806,0.021011526,0.018354913,0.37896028,0.06373342
61,9,0.035941303,0.05747809,0.0052645584,0.14240773,0.03329479,0.062823534,0.025735574,0.03325573,0.007906107,0.048502143,0.07149137,0.023894472,0.015115892,0.0100374855,0.0009794006,0.04858976,0.02744962,0.01138613,0.032467492,0.022649622,0.0028947135,0.38349387,0.20451999,0.03476896,0.051165216,0.32072493,0.02513042,0.21658099,0.21909836,0.8249517
62,3,0.012599166,2.8087072e-05,0.00042153773,0.01685341,0.00012401772,0.0007675012,0.018977068,0.00017918891,0.00073915033,0.73111993,0.99136627,0.98706377,0.0017433569,3.825377e-06,2.6095833e-05,0.007935108,2.540063e-05,3.4814642e-05,0.003355989,2.79677e-05,5.1402043e-05,0.07309282,0.0019508697,0.003801532,0.011663742,8.332852e-05,0.0009774681,0.12265939,0.0062111164,0.0061166026
63,7,0.015419918,0.0020485197,0.0011981719,0.0120995715,0.0003263945,0.030433303,0.018466009,0.00044139984,0.000114881586,0.00037977519,0.00016639438,0.0013565721,0.00022441111,7.052189e-05,0.0005282706,0.0051668286,0.00015478159,0.00047664897,0.0002697658,0.00019173222,0.00030901996,0.6013141,0.011124297,0.10592846,0.3021584,0.9849427,0.849412,0.044501267,0.0005332438,0.010242625
64,1,0.010393546,2.1378699e-05,0.00022496254,0.8953318,0.9990545,0.986943,0.0015570422,2.4096184e-05,0.00015955004,0.0002734168,5.6302674e-06,0.0004594425,0.00293168,1.9722881e-06,0.0005924869,0.0024707692,9.439856e-06,0.0005512206,0.0028026241,6.340926e-06,0.001312861,0.03948825,0.0006613783,0.0047997846,0.031261176,4.235716e-05,0.0023847627,0.013489697,0.00017290103,0.0025720007
65,9,0.013566443,0.0034255898,0.0077063725,0.0628133,0.004983531,0.085817106,0.102708116,0.0031833577,0.013476318,0.018397413,0.0141925765,0.027744418,0.004640532,0.000761769,0.00858814,0.032075346,0.0054455716,0.059259523,0.010290362,0.0024489234,0.0105740465,0.28034505,0.04202381,0.16791858,0.37941408,0.11799125,0.29441416,0.09574935,0.8055436,0.32450125
66,1,0.083622664,0.004145252,0.006988901,0.23499846,0.9102269,0.8159104,0.09924565,0.007760553,0.017588766,0.052088935,0.0012197298,0.0060237753,0.014500862,0.0006156692,0.0034479538,0.025563559,0.0019292975,0.003182263,0.015970742,0.0016383982,0.014531656,0.26560155,0.054339588,0.10286555,0.13127735,0.006085268,0.013860029,0.0771303,0.012039425,0.015600729
